Text	Sentiment	Category
Don t waste your energy or take up space in your mind by blaming others or expecting them to rescue you You are your knight in shining armor You hold the key to unlocking your new future Motivationalquote MotivationalQuotes InspirationalQuotes Inspire inspired	0	worldview
What lies behind us and what lies before us are tiny matters compared to what lies within us Ralph Waldo Emerson inspirationalquotes	0	worldview
Arm yourself with courage today to face the challenges in your life You will not defeat everything that you face but nothing is defeated until it is faced motivation InspirationalQuotes InspirationalInfluencer inspiring inspiringquotes	0	worldview
A leader must inspire or his team will expire Orrin Woodward GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
Your incapacity to forgive will not give You the Capacity to Grow and Learn Eleesha TheSoulWhisperer TY inspirationalquotes positivequotes soulquotes BookLovers lawofattraction	0	worldview
There are better people in the world Do not let the worst do the worst to you You deserve the best in life positivevibes positivethoughts inspirationalquotes motivationalquotes skynetworlwideexpressuae skynetuae bestinlife UAE	0	worldview
Win Through Your Actions Never Through Argument success motivation entrepreneur inspiration business motivationalquotes lucianinternational quotes life lifestyle successquotes instagood entrepreneurship goals inspirationalquotes hustle motivational in	0	worldview
Things are difficult till we think they are difficult Making a mark on the planet FridayThoughts InspirationalQuotes	0	worldview
No matter what the outcome trying in itself is an achievement MotivationalQuotes InspirationalQuotes success successquotes	0	worldview
If love doesn t see us it doesn t mean that she s blind chancethoughts quotes reading vedenyo writercommunity books bloggerscommunity motivation InspirationalQuotes	0	worldview
Yesterday is history tomorrow is a mystery today is a gift of God which is why we call it the present life quote motivation InspirationalQuotes Inspiration lifelesson lifequotes	0	worldview
Live every minute to its fullest quote motivation life InspirationalQuotes Inspiration	0	worldview
Happiness is not about the trophy or the finish line It s the journey If you can enjoy your journey you can enjoy your life naturephotography snow Inspirationalquotes	0	worldview
You gotta stop watering dead plants quotes motivation qotd quote inspiration quoteoftheday motivationalquotes dailyquotes inspirational quotestoliveby inspirationalquotes motivationdaily	0	worldview
Focus on the the positive so you can live your life to the fullest nature outdoors photo Inspirationalquotes	0	worldview
Count your blessing the most when life gets the hardest ThursdayMotivation KeynoteSpeaker inspire makeyourownlane GTD inspirationalQuotes motivational success SuccessTrain positivity growth quoteoftheday motivationalspeech	0	worldview
Quote of the Day Never bend your head Always hold it high Look the world right in the eye Helen Keller quotesaboutlife MotivationalQuotes InspirationalQuotes	0	worldview
The one who has conquered himslwf is a far greater hero than he who has defeated a thousand times a thousand men Buddha buddha InspirationalQuotes khoiphamartandmentoring	0	worldview
Because at times all you should be doing is letting things flow at their pace and come back to you in meaningful verse spreadpositivity motivationoftheday positivityiskey mindsetmatters inspiration inspirationalquotes keytosuccess mindsetcoach inspirational	0	worldview
You have the power in one single random act of kindness to make someone else s entire day What s the kindest thing that you ve done or someone has done for you recently	0	worldview
Always believe that you are the entire universe and entire universe is within you motivation motivational Motivationalquote MotivationalQuotes Inspiration inspirational InspirationalQuote InspirationalQuotes	0	worldview
Turn your obstacles into opportunities and your problems into possibilities quoteoftheday quotestoliveby inspirationalquotes wordsofwisdom quotesaboutlife quotes	0	worldview
If your heart is pure the water in your bathtub is holy water You need not go anywhere to take a holy dip Happy Ravidas Jayanti RavidasJayanti RavidasJayanti2022 healthcare health InspirationalQuotes 16Feb	0	worldview
Build your own dreams Motivational quotes Sticker Sticker quote quotes Motivation MotivationalQuotes MotivationalQuotes Motivationalquote inspiration inspirational InspirationalQuotes doit doitnow positive Creator DREAMS JUSTDOIT mugs	0	worldview
There is no I in team but there is in win Michael Jordan GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
Quote of the day EVERYDAY IS A SPECIAL OCCASION FEELING LIKE IT OR NOT Thabang Khesa God1st quoteoftheday quote InspirationalQuotes ThoughtOfTheDay life knowledgeispower ThankfulFriday hopeful upbeat	0	worldview
Breathe all work and no play makes Jack a dull boy Motivation Inspiration Leadership Entrepreneur LifeHack Growth Wisdom MotivationalQuotes goals success InspirationalQuotes quote PositiveVibes Mindset Spirituality	0	worldview
To get angry is like to revenge yourself for the guilt of others Jonathan Swift InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
Belief in oneself and knowing who you are is the foundation for everything great Jay Z NaturePhotography Outdoors InspirationalQuotes	0	worldview
Makes sense motivate inspire motivation inspiration success motivationalquotes quotes motivational entrepreneur believe life mindset goals quoteoftheday hustle business inspirationalquotes instagood motivated lifestyle inspirational positivevibes	0	worldview
Everyday meal for spiritual maturity afcchennai apostolicfaithchurchchennai Have a blessed day with Jesus church churchcommunity biblemeditation inspirationalquotes inspirationalquotesaboutgod godlovesyouunconditionally jesuslovesu christdiedforus	0	worldview
When everything seems to be going against you remember that the airplane takes off against the wind not with it Henry Ford motivation Motivational MotivationalQuotes Motivationalquote invajy Inspiration inspirational InspirationalQuotes InspirationalQuote quotes	0	worldview
Beauty is not in the face beauty is a light in the heart Kahlil Gibran InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
Image Stop being scared of what will happen quotes motivation life inspiration quoteoftheday motivationalquotes success believe inspirationalquotes mindset goals	0	worldview
Give even if you only have little Quotes QuotesOfTheDay QuotesDaily QuotesAboutLife QuotesToLiveBy InspirationalQuotes Gratitude LifeQuotes DailyInspiration DailyWisdom MotivationalQuotes FridayMorning FridayMotivation FridayThoughts FridayVibes Vibes Be Give	0	worldview
The value of an idea lies in the using of it Thomas Edison life lifestyle inspiration motivation quotes entrepreneur motivationalquotes mindset positivevibes goals success quoteoftheday inspirationalquotes spirituality lifequotes faith spiritual quote	0	worldview
Smile of the Day Feb 17 1958 the comic strip B C 1st appears Blog post A history of B C a B C joke a B C video and a Thought by Johnny Hart ThoughtOfTheDay quoteoftheday MorningTweet inspirationalquotes motivational lessons life quotes	0	worldview
We re all in this together An eternal truth quoteoftheday nyc love oregon Sept11 hugs wereallinthistogether AmericanHistory inspirationalquotes storyweneedrightnow inspiration bookstagram	0	worldview
DailyQuotes MotherTeresa InspirationalQuotes Motivation Quoteoftheday ethics quote inspirational motivationalquotesdaily UPSC GSSCORE IASSCORE	0	worldview
There was never a good war or a bad peace Benjamin Franklin quotes war peace InspirationalQuotes	0	worldview
OMG SAME InspirationalQuotes	0	worldview
Those who fly alone have the strongest wings Motivation MotivationalQuotes MotivationMonday InspirationalQuotes Inspire inspiredliving quotes quotestoliveby LifeAintOver success sacrifice NeverGiveUp	0	worldview
Play by the rules but be ferocious Phil Knight business MotivationalQuotes InspirationalQuotes	0	worldview
Image Life advice from 38 anime characters quotes motivation life inspiration quoteoftheday motivationalquotes success believe inspirationalquotes mindset goals	0	worldview
What do you want to create or change and what s your plan to do it thursdaymood success inspirationalQuotes GotheExtraMile empowerment	0	worldview
